id1,id2,friended_on
709,635,2015-12-19
706,730,2010-01-14
715,451,2010-08-16
722,235,2007-05-20
718,362,2014-08-16
720,300,2015-12-26
725,145,2010-02-20
727,84,2009-05-09
707,706,2006-10-21
722,241,2015-12-01
724,180,2015-10-05
716,428,2014-07-19
729,27,2015-05-12
728,59,2013-01-16
716,431,2013-07-09
715,462,2015-09-04
724,184,2015-11-05
698,992,2012-04-03
715,465,2006-03-31
702,869,2013-11-16
700,933,2011-01-01
712,563,2012-01-19
724,193,2015-11-03
724,194,2015-11-08
705,784,2010-01-22
730,11,2013-05-01
730,12,2015-10-08
712,572,2013-08-26
720,325,2015-12-23
719,356,2010-04-08
717,419,2015-11-05
716,451,2015-01-15
711,606,2009-05-25
726,143,2014-09-27
709,670,2011-01-01
721,298,2015-03-01
718,392,2014-06-21
711,609,2013-08-15
718,393,2014-08-21
716,456,2015-12-25
700,952,2013-08-07
699,987,2015-05-07
712,586,2015-06-25
726,152,2010-08-10
727,121,2015-09-12
729,60,2015-02-06
711,618,2012-11-16
722,280,2013-08-12
727,125,2012-04-10
713,560,2015-10-29
701,932,2012-03-19
718,406,2011-01-30
717,439,2011-10-29
703,873,2013-07-27
710,657,2012-02-10
728,99,2010-01-18
710,658,2013-08-11
706,784,2007-09-21
713,567,2015-08-30
718,414,2010-07-26
711,632,2010-05-19
716,479,2014-09-01
706,790,2013-05-02
706,792,2012-11-03
702,917,2013-12-12
707,764,2004-01-04
711,641,2015-07-18
713,580,2011-12-30
700,987,2013-10-08
714,555,2015-06-24
717,462,2014-05-08
700,992,2013-02-14
722,311,2014-02-09
716,498,2015-09-27
701,964,2013-01-17
729,96,2015-11-07
711,655,2014-01-01
704,875,2015-12-11
710,690,2011-10-19
716,505,2013-04-18
718,444,2008-03-02
713,600,2013-03-13
724,261,2015-12-31
727,168,2008-11-24
710,697,2013-10-17
713,605,2012-09-23
712,637,2012-08-03
714,577,2015-08-16
716,518,2013-12-21
712,642,2015-01-01
727,178,2013-10-08
711,674,2006-12-17
728,150,2009-11-03
713,617,2006-11-12
706,835,2009-08-22
715,556,2008-05-18
709,744,2011-01-19
708,778,2013-04-10
727,189,2015-12-07
722,345,2015-12-13
728,163,2015-12-22
721,380,2015-06-04
717,510,2012-12-24
723,325,2015-11-17
725,263,2006-10-04
705,886,2014-03-23
732,49,2015-12-03
709,763,2014-10-05
711,704,2006-08-11
730,118,2015-08-07
722,367,2013-03-18
712,678,2012-01-12
729,153,2014-04-09
703,959,2013-06-04
718,494,2011-09-30
729,155,2015-11-15
728,187,2013-09-10
715,590,2015-08-20
709,776,2011-12-31
725,284,2008-12-05
722,381,2014-10-22
728,196,2009-09-12
725,292,2012-06-23
703,976,2015-11-30
720,449,2015-10-03
704,946,2011-02-03
730,142,2015-08-16
717,549,2012-01-21
729,178,2014-12-05
712,706,2012-11-09
704,954,2013-03-21
703,987,2014-03-27
711,743,2011-12-21
704,964,2005-04-09
703,995,2013-04-26
713,686,2014-06-11
710,780,2010-10-27
714,657,2015-09-06
709,813,2010-02-24
725,318,2009-09-16
708,846,2015-07-21
708,851,2015-03-25
717,579,2013-07-26
728,239,2010-04-26
720,489,2015-09-29
716,616,2014-08-02
728,248,2013-08-26
717,589,2014-06-05
734,64,2014-12-26
713,716,2015-11-17
734,65,2015-11-11
736,4,2015-02-27
716,624,2013-05-18
718,562,2014-02-06
736,6,2014-06-01
735,39,2015-03-04
728,256,2015-09-30
727,287,2015-06-14
720,504,2015-10-19
706,939,2014-10-20
714,692,2015-10-05
721,476,2014-08-25
706,941,2014-07-15
733,104,2013-01-12
706,942,2009-04-29
712,758,2015-10-24
706,945,2015-12-23
714,697,2015-11-30
719,543,2006-04-24
706,948,2013-10-23
715,669,2010-03-28
706,950,2013-12-10
728,268,2015-02-07
716,641,2014-04-08
726,335,2015-12-03
727,307,2010-04-18
736,30,2015-11-15
720,526,2015-12-10
735,63,2015-06-27
723,438,2009-01-02
720,531,2015-12-26
734,99,2014-10-16
730,224,2014-04-01
706,969,2015-11-06
734,110,2015-09-25
728,297,2012-08-15
732,175,2015-11-13
735,88,2015-05-29
727,336,2015-02-23
734,120,2015-05-13
720,557,2015-10-10
721,527,2014-02-28
737,32,2015-08-08
707,962,2013-03-21
736,64,2014-09-20
737,33,2014-03-14
729,282,2015-01-27
720,564,2015-10-01
727,348,2013-10-05
731,226,2015-02-26
716,695,2015-11-06
720,574,2015-11-20
726,391,2013-12-08
716,702,2015-01-14
735,114,2015-10-06
725,425,2013-12-06
713,800,2013-12-17
716,713,2015-11-17
711,870,2015-08-16
733,193,2013-06-19
729,317,2014-04-19
718,660,2013-12-10
734,171,2015-09-01
735,142,2015-12-04
723,516,2013-03-18
717,703,2015-08-12
724,487,2015-11-11
722,549,2011-12-13
718,675,2013-04-12
712,861,2015-10-13
708,988,2014-08-25
709,957,2010-02-13
713,834,2015-08-18
722,557,2015-11-15
733,216,2011-06-15
740,1,2015-05-10
713,839,2012-11-06
730,314,2009-12-07
740,4,2014-08-06
709,965,2003-08-06
728,381,2013-08-25
718,693,2015-10-10
714,819,2015-11-19
737,106,2013-02-04
729,355,2015-05-18
733,233,2014-07-25
736,144,2014-06-25
709,981,2005-05-23
733,238,2010-01-28
739,54,2015-10-15
724,525,2015-11-04
737,123,2006-01-12
722,591,2015-11-06
724,535,2015-08-18
714,848,2015-08-17
715,818,2011-02-10
733,260,2011-02-15
733,261,2011-05-30
717,758,2014-08-14
737,139,2014-08-24
732,295,2015-12-10
717,761,2014-09-04
740,48,2014-11-06
725,513,2015-04-20
716,793,2013-06-05
722,607,2007-07-08
723,576,2010-05-02
730,360,2014-07-13
741,21,2013-09-10
716,796,2014-08-22
720,673,2015-10-13
721,643,2015-01-13
729,396,2014-04-30
716,800,2015-05-17
717,771,2009-07-17
720,679,2015-11-18
723,586,2013-10-18
739,91,2013-12-26
712,929,2012-08-04
724,557,2015-08-10
721,651,2014-09-14
721,652,2015-10-09
722,626,2015-02-23
725,533,2015-02-18
720,691,2015-10-07
715,846,2014-06-14
719,722,2011-02-26
728,445,2015-04-18
724,569,2015-10-25
716,817,2015-04-24
726,509,2011-09-30
713,912,2015-05-27
718,758,2013-11-23
727,480,2014-09-16
714,885,2015-06-01
712,948,2015-08-22
733,297,2011-05-14
728,453,2015-01-12
727,485,2011-07-25
711,981,2012-06-13
724,582,2015-12-03
716,830,2014-11-16
725,551,2015-09-21
717,800,2014-11-11
741,58,2014-04-15
735,245,2015-02-23
717,804,2013-07-02
733,308,2011-07-09
729,434,2015-10-30
724,589,2015-11-11
736,218,2014-09-20
721,683,2015-07-16
715,871,2015-08-18
724,597,2015-10-26
739,133,2010-05-12
728,475,2015-03-10
742,43,2005-09-10
735,260,2015-02-08
739,145,2009-10-28
713,952,2015-08-06
725,580,2007-07-03
730,426,2011-07-05
712,984,2012-02-19
729,460,2015-02-19
734,306,2015-05-16
713,957,2009-02-10
712,990,2013-05-21
742,61,2014-08-17
716,868,2013-05-18
739,155,2013-01-04
729,466,2013-05-31
743,33,2015-12-27
728,501,2015-08-21
735,285,2015-06-27
736,256,2014-12-12
726,567,2012-09-30
721,724,2015-10-08
718,818,2015-12-10
740,137,2014-01-09
740,138,2014-06-14
737,231,2012-12-28
738,201,2011-09-26
739,173,2010-04-20
725,607,2011-05-02
742,80,2014-08-05
713,980,2013-11-02
729,484,2013-11-25
736,268,2014-11-28
716,890,2015-10-15
733,364,2012-04-17
718,831,2015-12-06
720,770,2015-12-16
740,150,2014-04-05
715,925,2015-01-26
721,739,2014-11-27
742,89,2015-07-23
739,182,2015-09-30
734,338,2015-05-05
725,618,2015-03-24
726,587,2008-04-20
734,341,2015-11-25
729,497,2013-05-22
736,280,2013-12-08
740,158,2015-09-06
729,500,2014-04-02
744,35,2015-02-16
743,66,2015-12-13
722,719,2011-02-26
745,9,2009-10-05
730,476,2014-06-20
728,540,2015-06-02
725,633,2013-08-01
738,231,2014-06-29
745,15,2010-11-19
716,917,2013-12-18
735,328,2015-04-14
735,329,2015-11-03
730,486,2012-02-03
717,891,2012-11-29
735,335,2015-12-02
718,865,2012-05-21
732,433,2015-10-12
739,218,2012-08-08
725,652,2015-10-27
743,96,2015-12-04
746,5,2014-08-04
737,285,2015-05-27
716,937,2013-07-09
744,69,2014-01-01
736,317,2015-08-03
741,165,2011-04-05
715,971,2014-03-02
727,599,2015-07-04
716,942,2014-09-20
737,293,2006-11-01
734,386,2015-02-19
729,542,2015-08-22
738,265,2015-09-12
743,113,2013-11-24
744,84,2013-09-30
731,488,2015-03-16
728,583,2013-06-29
731,490,2011-08-27
734,398,2014-12-24
735,370,2015-10-09
728,587,2011-07-01
729,558,2014-11-24
745,66,2015-11-24
722,779,2011-12-22
715,997,2006-02-19
729,564,2015-01-11
724,721,2015-10-08
733,444,2014-10-12
745,72,2012-02-13
731,507,2012-03-19
735,387,2015-01-18
745,77,2013-09-14
721,823,2014-10-02
718,921,2006-08-25
739,272,2009-06-12
739,273,2012-12-17
742,180,2015-04-01
729,584,2015-11-10
735,401,2015-02-10
741,216,2011-03-21
740,248,2015-02-08
720,868,2015-11-26
727,652,2015-09-17
726,683,2012-03-22
716,996,2015-08-13
729,594,2014-03-27
739,286,2014-01-13
727,658,2014-01-24
733,472,2009-10-25
743,162,2013-03-22
738,319,2015-09-30
742,196,2014-12-15
739,289,2013-11-29
724,756,2015-12-14
748,13,2015-12-12
728,634,2013-04-26
747,46,2015-09-22
722,821,2015-02-27
743,178,2015-01-31
743,179,2014-02-26
736,399,2014-04-17
745,121,2011-07-01
748,30,2015-07-04
744,156,2014-08-25
729,621,2015-06-02
737,375,2015-05-08
730,592,2015-08-14
739,313,2005-03-28
737,376,2015-12-13
736,408,2015-12-15
749,5,2007-11-19
741,254,2009-01-31
732,534,2015-12-16
727,691,2007-09-18
745,133,2014-05-15
728,661,2011-08-21
722,847,2013-12-22
719,942,2008-01-27
743,198,2015-08-14
738,356,2014-02-02
749,15,2003-07-17
738,358,2010-09-03
739,329,2014-02-23
740,299,2013-11-30
742,239,2013-12-01
721,890,2015-09-14
741,271,2013-09-07
728,674,2010-06-27
741,273,2014-03-23
728,677,2011-01-28
725,772,2008-10-25
745,155,2012-02-24
728,683,2015-04-02
726,745,2015-06-10
740,311,2015-10-27
733,529,2011-11-29
748,64,2014-12-31
747,97,2015-11-17
733,533,2015-02-18
742,255,2015-11-21
728,690,2009-11-30
730,629,2012-02-05
720,942,2015-12-16
734,509,2014-12-28
750,14,2015-11-29
742,262,2014-11-02
739,356,2012-05-16
720,946,2015-09-29
734,513,2015-08-01
738,392,2012-07-13
735,486,2015-01-29
750,21,2015-11-10
726,767,2014-10-29
745,178,2010-11-28
737,428,2013-10-10
734,527,2015-01-04
750,32,2015-11-10
725,808,2013-04-22
719,994,2007-12-07
741,314,2013-11-19
736,469,2015-09-28
733,564,2014-11-17
730,662,2009-05-23
747,136,2012-12-08
726,789,2014-06-20
740,355,2014-04-04
723,882,2012-05-22
748,107,2014-12-21
724,854,2015-12-24
738,421,2013-08-24
722,919,2005-05-24
743,269,2013-10-09
733,581,2014-04-05
747,148,2009-11-22
744,241,2015-12-25
726,800,2015-03-09
722,924,2007-06-05
751,25,2003-03-22
732,617,2015-12-13
741,339,2010-06-10
728,745,2015-06-19
743,283,2012-02-21
742,316,2005-08-29
739,410,2014-11-23
728,752,2014-07-19
738,443,2015-10-31
741,351,2015-12-16
727,788,2015-06-22
730,695,2015-12-23
722,944,2015-04-20
726,821,2014-05-03
730,698,2015-10-16
739,420,2015-07-07
745,234,2013-04-18
731,672,2014-05-28
730,706,2010-01-14
723,923,2014-12-29
742,334,2015-03-03
752,26,2013-10-27
729,741,2015-03-21
724,898,2015-10-02
745,248,2014-07-28
729,745,2015-08-07
722,964,2014-02-19
749,132,2011-12-12
735,567,2015-10-07
753,15,2012-12-25
748,172,2015-09-14
733,638,2012-06-19
740,422,2015-05-16
736,548,2015-11-03
728,797,2011-02-01
748,177,2015-05-07
733,647,2012-07-09
750,122,2015-11-18
751,94,2014-06-07
754,1,2014-12-08
724,931,2015-12-05
745,280,2013-09-16
726,869,2013-05-16
739,467,2015-08-19
754,2,2015-06-01
749,158,2013-08-04
748,189,2014-12-19
725,903,2015-12-13
727,843,2015-12-29
734,627,2015-02-19
728,813,2012-06-06
728,814,2012-02-19
742,384,2014-10-07
723,974,2015-11-05
736,572,2014-02-02
750,140,2015-11-10
730,762,2014-04-07
744,329,2013-07-08
727,859,2004-10-20
728,831,2014-10-01
753,59,2007-04-02
751,121,2014-01-24
734,648,2014-09-06
745,308,2011-01-07
743,372,2015-12-07
750,156,2015-11-22
750,157,2015-12-24
742,407,2015-03-05
745,317,2010-08-23
735,630,2015-01-05
742,415,2015-12-20
739,510,2013-03-09
751,138,2010-02-25
735,636,2015-07-31
752,110,2008-09-07
754,49,2015-11-03
726,917,2012-05-16
747,267,2011-03-04
737,577,2011-03-02
734,671,2015-11-14
740,485,2015-11-19
750,176,2015-11-24
726,921,2013-06-09
749,209,2014-03-10
728,861,2009-11-19
724,986,2015-09-15
745,335,2015-11-30
734,677,2015-09-23
741,460,2011-02-27
729,833,2015-10-28
736,618,2015-01-01
745,340,2013-09-30
743,402,2010-05-26
726,930,2014-01-06
728,871,2013-09-08
751,163,2015-08-25
742,443,2012-08-29
740,507,2015-08-02
743,415,2012-05-05
729,850,2013-11-20
735,664,2015-01-18
737,604,2005-05-06
743,420,2015-04-10
746,327,2015-08-25
726,947,2000-11-27
742,453,2015-09-13
744,392,2015-01-04
756,21,2014-03-17
725,984,2011-07-20
730,835,2014-03-17
741,497,2005-06-11
749,249,2014-11-04
740,529,2015-05-18
732,777,2015-11-12
726,965,2011-07-09
725,997,2009-01-17
730,843,2015-12-12
738,597,2015-12-16
745,381,2013-02-16
733,755,2012-11-02
735,694,2015-04-30
755,75,2013-12-01
738,602,2010-06-15
739,572,2011-12-11
731,821,2013-01-30
738,609,2011-05-28
728,920,2015-10-10
746,364,2015-10-22
742,488,2015-10-09
756,58,2014-10-07
749,276,2013-07-16
729,897,2013-12-20
750,247,2015-12-06
748,313,2015-10-04
741,530,2014-08-05
745,407,2014-04-29
741,532,2015-12-29
758,7,2015-12-25
734,752,2014-12-13
753,163,2015-12-20
750,257,2015-11-16
745,413,2014-11-25
737,665,2011-07-23
739,605,2015-07-02
748,327,2014-11-12
739,609,2008-12-21
733,799,2011-05-26
735,737,2015-09-01
729,925,2014-04-05
738,646,2005-07-27
727,991,2013-08-11
751,248,2015-08-30
738,652,2015-11-16
735,745,2015-06-07
742,529,2015-06-11
745,437,2012-01-13
751,251,2003-11-21
748,345,2015-11-15
729,935,2013-06-18
741,564,2010-09-05
729,936,2015-10-31
751,255,2013-06-14
745,447,2015-04-22
753,199,2015-12-23
745,448,2011-12-03
728,977,2014-09-20
728,978,2011-05-17
759,17,2015-08-18
740,609,2014-09-18
738,674,2008-11-30
739,644,2015-07-31
740,613,2015-10-27
730,924,2015-06-27
746,430,2014-02-22
735,773,2015-06-30
753,216,2012-06-04
730,929,2012-02-27
751,280,2012-07-18
744,500,2015-02-14
740,627,2015-01-02
757,102,2015-09-20
739,663,2015-10-15
754,199,2015-11-25
729,974,2014-05-15
755,171,2015-10-11
751,296,2009-12-29
744,515,2015-03-30
730,950,2012-05-25
739,672,2013-09-22
737,735,2015-09-01
756,146,2013-05-20
744,519,2014-11-26
757,121,2015-11-14
746,466,2014-07-06
761,1,2015-01-31
749,373,2006-09-27
761,2,2015-05-12
748,406,2014-11-06
753,252,2014-08-24
755,191,2015-02-07
736,783,2015-10-31
739,690,2010-10-18
740,659,2015-08-01
752,288,2014-03-22
735,818,2014-11-10
730,973,2015-02-08
745,509,2013-02-07
750,356,2015-12-03
748,419,2014-11-29
749,388,2015-08-12
754,236,2015-12-28
746,484,2015-02-23
745,517,2015-07-25
742,610,2010-06-20
742,611,2013-12-28
757,148,2015-10-20
746,490,2015-01-12
745,522,2015-10-15
737,770,2014-03-11
754,243,2015-10-17
734,864,2015-11-01
742,621,2014-07-22
753,280,2012-05-06
733,900,2013-10-07
754,253,2014-10-26
736,811,2015-06-30
738,750,2015-11-09
747,472,2009-06-06
756,193,2014-07-20
739,721,2014-11-27
762,12,2014-04-17
742,634,2009-08-09
731,975,2015-11-30
732,945,2015-11-01
740,697,2015-11-30
755,235,2015-01-10
760,81,2015-03-19
734,888,2015-07-29
740,704,2014-01-08
751,364,2009-02-18
735,861,2015-05-22
752,336,2015-06-06
758,152,2012-06-03
750,402,2015-12-02
745,557,2015-12-21
747,497,2010-05-30
734,900,2015-05-30
758,156,2014-01-12
762,35,2015-03-16
731,997,2015-12-03
749,440,2014-09-13
748,472,2015-12-07
755,256,2015-12-14
735,876,2015-12-21
736,847,2015-04-23
741,692,2013-12-29
761,81,2015-11-09
754,298,2015-04-08
743,642,2014-03-04
736,859,2013-12-13
734,924,2015-05-20
757,214,2015-12-01
746,555,2014-01-22
755,281,2012-07-01
746,561,2014-05-15
746,564,2014-11-20
750,442,2015-12-07
757,226,2015-07-03
755,288,2015-09-10
735,908,2015-11-23
750,445,2015-12-27
758,197,2015-11-04
745,602,2015-07-06
763,45,2014-01-31
758,200,2010-11-28
761,108,2014-12-27
741,729,2015-03-21
749,483,2014-11-29
745,608,2013-01-27
734,949,2014-11-15
751,424,2014-10-13
749,487,2014-11-02
751,425,2014-02-08
744,643,2011-01-24
757,242,2015-12-14
738,832,2008-01-25
748,522,2014-11-02
734,956,2015-11-05
743,678,2013-02-09
762,90,2015-11-03
749,494,2015-07-03
751,433,2011-10-23
746,589,2014-05-06
736,899,2014-02-11
763,63,2014-07-03
736,900,2014-03-03
764,32,2015-04-18
740,777,2014-08-14
745,624,2015-01-18
763,67,2012-01-30
760,161,2015-02-27
764,38,2012-04-01
761,136,2015-05-23
755,324,2015-04-16
763,77,2008-10-18
756,294,2015-07-21
765,16,2015-12-07
764,49,2015-03-07
755,329,2014-10-18
735,950,2015-12-11
761,145,2014-11-30
737,890,2012-09-18
745,644,2015-12-13
764,55,2013-09-01
760,180,2015-11-20
746,615,2014-06-03
761,152,2015-07-01
743,711,2011-12-21
744,681,2011-10-23
741,775,2012-01-07
763,96,2015-11-17
752,438,2010-09-08
760,192,2015-11-07
753,411,2013-03-15
762,134,2014-05-22
765,44,2015-10-05
740,819,2014-12-10
762,138,2015-04-07
766,15,2011-09-14
745,666,2015-04-20
762,142,2015-12-23
746,638,2014-02-18
750,515,2015-12-11
736,950,2014-09-04
754,392,2015-01-02
745,671,2015-11-19
737,921,2009-10-03
751,488,2015-07-20
756,333,2015-12-21
751,490,2012-10-11
756,335,2015-11-30
748,584,2015-02-28
754,399,2015-04-07
744,709,2011-01-19
762,155,2015-01-01
751,497,2004-02-25
755,376,2015-03-26
758,283,2008-09-04
745,686,2012-12-16
764,99,2008-02-26
757,316,2015-09-01
749,565,2013-05-09
736,973,2014-03-15
740,851,2015-10-05
751,511,2010-06-08
767,15,2015-10-05
746,673,2014-09-25
758,301,2006-10-25
741,828,2015-10-05
753,456,2015-11-24
755,397,2011-12-14
748,614,2015-09-02
767,27,2014-09-14
757,337,2015-07-31
767,28,2014-11-28
766,61,2015-11-07
754,440,2015-11-18
751,537,2015-06-23
743,785,2013-06-19
738,940,2012-09-18
741,850,2013-12-11
737,974,2014-11-20
745,726,2015-06-10
741,851,2015-04-29
745,728,2015-06-19
745,729,2015-08-07
755,419,2015-12-19
756,390,2013-07-19
760,268,2015-10-27
745,735,2015-06-07
753,488,2015-03-21
768,23,2015-08-27
759,305,2014-07-08
747,677,2013-12-08
751,554,2010-08-09
753,492,2012-12-03
744,772,2012-08-25
758,339,2015-07-17
765,123,2015-09-29
748,654,2015-05-26
743,813,2011-12-22
761,258,2014-06-22
750,600,2015-12-11
743,818,2010-03-09
752,540,2015-08-27
743,819,2014-12-17
749,637,2014-01-18
767,80,2015-05-07
748,671,2015-09-21
765,146,2015-01-13
758,363,2012-03-13
757,398,2015-07-17
757,402,2015-07-12
770,2,2015-10-02
758,375,2014-11-03
746,749,2015-08-01
752,564,2012-11-30
768,70,2015-12-21
739,969,2015-11-07
755,475,2015-01-22
755,477,2012-05-04
744,820,2011-09-27
764,201,2012-04-09
768,82,2013-05-28
753,552,2008-10-11
769,56,2015-06-26
752,583,2013-03-04
740,956,2015-06-12
753,554,2010-01-17
757,432,2015-10-18
763,246,2014-02-05
763,248,2012-10-07
753,559,2015-11-05
770,32,2015-04-21
739,993,2008-11-14
767,133,2014-09-25
747,754,2015-09-20
740,972,2013-12-19
742,910,2015-07-14
756,477,2013-11-11
751,634,2014-09-01
746,790,2015-06-24
767,142,2015-07-03
760,359,2014-01-27
751,644,2015-08-07
760,365,2015-08-31
770,56,2013-07-11
740,987,2015-05-02
771,27,2004-10-24
763,276,2012-01-30
750,680,2015-11-25
771,30,2014-06-21
770,62,2015-03-15
744,869,2012-06-25
763,281,2009-07-21
742,932,2014-09-24
770,64,2014-06-17
771,35,2013-04-10
758,439,2015-12-04
765,222,2015-01-11
740,1000,2015-07-11
755,536,2015-09-28
763,288,2015-01-09
744,880,2014-06-25
747,788,2013-12-09
766,200,2015-08-24
757,479,2015-12-14
750,697,2015-12-05
746,821,2015-03-13
741,976,2014-04-09
767,171,2014-10-09
763,296,2010-11-21
752,637,2007-11-11
757,488,2015-09-11
758,458,2014-09-22
741,985,2013-04-01
763,305,2011-10-13
767,181,2015-01-05
753,616,2014-06-19
742,958,2014-04-06
742,959,2008-01-21
760,402,2015-10-12
757,495,2015-06-27
749,746,2015-08-01
747,812,2014-05-08
773,12,2014-06-29
744,911,2015-09-25
770,106,2014-03-16
744,912,2015-07-14
764,293,2009-07-31
742,975,2015-05-16
771,77,2013-08-31
742,976,2014-05-10
756,543,2014-12-04
771,80,2015-04-08
752,671,2015-06-09
761,392,2015-04-20
770,115,2014-05-24
761,394,2015-03-07
766,241,2015-11-29
764,304,2015-10-20
750,738,2015-11-09
752,677,2008-09-09
747,832,2014-07-31
746,864,2015-04-14
760,432,2014-07-21
773,29,2012-09-23
774,1,2010-09-17
762,377,2015-11-26
770,130,2014-10-01
754,627,2015-07-23
772,69,2009-04-05
765,286,2015-09-24
763,349,2012-02-07
756,569,2013-04-22
749,788,2014-11-17
772,75,2015-05-13
774,14,2015-11-14
767,232,2014-11-21
759,482,2014-12-12
743,978,2011-10-10
771,110,2010-01-21
761,422,2014-08-18
768,205,2013-03-03
762,394,2015-05-15
756,589,2015-12-11
755,621,2014-07-31
768,221,2015-06-01
745,935,2013-08-05
759,501,2015-11-30
770,161,2013-07-26
768,224,2014-12-23
756,597,2015-08-23
749,814,2015-06-27
763,383,2004-06-09
749,817,2015-05-10
760,478,2015-06-01
752,728,2014-07-19
758,543,2011-02-17
775,16,2014-06-21
764,357,2004-01-13
751,763,2014-12-02
767,267,2014-11-06
774,51,2009-10-31
775,20,2014-02-14
752,734,2014-12-13
771,146,2006-01-06
768,240,2015-02-27
767,272,2015-08-17
775,26,2014-06-27
767,275,2015-11-22
771,151,2008-07-11
751,771,2011-08-29
750,804,2015-12-24
772,125,2009-02-01
748,873,2015-12-20
766,316,2014-11-27
766,319,2014-07-24
767,289,2015-10-30
758,569,2011-02-23
747,912,2013-05-18
755,665,2013-05-14
759,542,2015-12-22
776,16,2014-06-26
763,420,2015-02-27
763,424,2015-02-04
776,21,2012-03-29
762,456,2015-04-11
768,270,2014-06-05
776,24,2013-06-05
769,242,2015-08-08
774,88,2014-02-25
772,150,2013-11-28
749,864,2007-04-15
761,494,2015-05-15
752,773,2007-11-01
765,370,2015-10-27
775,60,2011-11-03
759,557,2015-09-22
768,278,2015-10-04
770,218,2013-11-17
777,1,2008-07-29
775,64,2011-12-29
768,281,2015-11-14
771,189,2014-05-08
774,97,2015-05-29
772,160,2012-08-14
748,905,2014-11-03
767,319,2015-10-31
751,815,2005-03-30
749,878,2015-07-12
746,973,2014-04-23
764,420,2015-08-28
777,19,2015-11-09
746,982,2015-10-17
758,611,2011-04-28
766,366,2010-05-22
762,491,2015-05-28
759,585,2014-07-17
763,461,2012-06-10
777,28,2015-08-03
770,245,2015-11-09
749,899,2009-07-05
771,218,2012-07-20
767,343,2015-11-07
768,313,2013-02-11
754,747,2015-09-20
774,127,2012-12-19
763,469,2015-12-26
774,128,2008-02-10
768,317,2013-09-02
764,441,2012-03-23
766,379,2015-11-13
757,660,2015-11-25
765,412,2015-10-19
774,136,2011-11-15
775,107,2013-01-04
771,231,2009-10-14
776,76,2013-01-11
760,572,2014-07-03
750,885,2015-12-31
749,918,2015-03-16
760,578,2014-01-09
755,733,2012-11-02
761,549,2015-09-24
763,489,2009-07-31
769,304,2015-10-05
749,926,2014-08-13
758,648,2012-07-10
775,123,2012-10-16
759,619,2014-05-16
760,589,2014-01-03
753,807,2008-10-28
748,963,2014-11-25
762,533,2015-09-24
769,316,2015-09-01
767,379,2015-03-16
777,71,2010-11-13
760,598,2014-07-17
768,350,2013-03-04
756,724,2015-12-14
770,292,2014-03-19
759,635,2015-12-24
751,884,2007-10-20
767,391,2015-04-21
758,671,2012-05-04
767,393,2015-02-26
751,891,2014-06-26
772,241,2015-11-22
753,830,2004-12-31
758,680,2015-06-19
779,29,2015-05-12
773,215,2011-07-12
751,899,2008-09-24
768,377,2013-05-14
761,594,2014-09-06
750,935,2015-12-19
759,659,2015-11-03
777,102,2012-02-27
760,631,2014-04-16
759,662,2015-01-16
749,973,2013-06-18
774,198,2015-08-19
774,200,2009-04-27
769,357,2015-11-23
754,824,2015-01-03
768,391,2014-09-14
749,982,2012-03-27
758,703,2014-06-06
755,801,2013-11-24
779,57,2013-10-24
778,89,2015-07-27
763,556,2012-12-17
767,432,2014-09-07
758,712,2015-10-24
752,900,2013-09-21
763,561,2009-04-26
755,809,2012-06-10
758,717,2014-08-14
758,718,2013-11-23
779,68,2012-06-15
755,817,2015-03-25
768,419,2015-08-21
752,916,2015-04-19
761,639,2015-11-05
753,890,2014-02-21
759,704,2014-10-16
751,953,2012-03-19
780,54,2015-07-29
764,551,2015-04-02
757,768,2015-07-12
750,985,2015-12-25
775,211,2012-01-28
750,988,2015-12-24
768,432,2013-02-18
781,31,2014-08-06
766,496,2014-11-17
767,465,2015-03-24
782,1,2009-01-02
782,2,2015-11-15
780,64,2012-02-27
777,158,2015-10-08
779,96,2015-12-23
776,190,2015-12-24
766,500,2015-08-20
757,780,2015-08-14
763,595,2015-03-04
766,502,2015-07-05
762,627,2014-09-25
775,224,2013-11-30
782,9,2011-02-12
782,10,2013-01-11
777,167,2007-11-15
764,571,2013-06-15
751,976,2013-12-09
770,388,2015-07-20
782,16,2010-07-12
754,884,2015-04-06
751,980,2014-05-18
754,889,2015-08-20
776,209,2013-10-17
772,333,2009-07-26
763,613,2010-06-08
775,243,2010-03-23
763,616,2010-10-18
766,523,2011-05-26
753,927,2013-12-17
761,679,2014-06-22
763,620,2014-03-24
772,343,2015-10-10
763,623,2014-08-14
781,65,2014-12-01
783,4,2014-01-15
767,500,2015-04-08
757,811,2015-07-08
769,440,2015-06-29
752,967,2015-07-17
765,566,2015-01-04
779,134,2015-10-17
768,475,2015-07-15
763,634,2008-05-31
757,821,2015-10-30
783,18,2010-03-28
758,794,2014-10-27
761,703,2015-11-15
778,177,2015-12-29
765,581,2015-10-31
763,644,2015-08-30
767,520,2015-08-02
758,800,2013-04-27
770,428,2015-10-22
764,614,2012-11-25
775,274,2015-01-20
773,338,2014-10-28
783,30,2014-09-08
775,278,2013-02-05
758,807,2006-01-01
754,932,2015-12-10
775,281,2012-05-29
761,717,2014-09-04
772,378,2013-04-26
784,6,2011-10-25
778,193,2012-04-10
756,875,2015-08-26
777,226,2015-04-21
781,102,2015-11-01
764,630,2008-05-08
768,506,2013-06-05
771,415,2009-01-13
